iteration, tot.est, tot.err, it.nreg, it.est, it.err,  it.fin.est, it.fin.err, it.fin.nreg, uneval.par.est, uneval.par.err, uneval.nreg
20,1.79125065357322525e-06,1.13456845781141647e-07,1048576,1.79125065357322525e-06,1.13456845781141647e-07,0.00000000000000000e+00,0.00000000000000000e+00,0,0.00000000000000000e+00,0.00000000000000000e+00,0
21,1.79125477014312246e-06,8.07054400542879976e-08,2097152,1.79125477014312246e-06,8.07054400542879976e-08,0.00000000000000000e+00,0.00000000000000000e+00,0,0.00000000000000000e+00,0.00000000000000000e+00,0
22,1.79128519217205883e-06,6.24298156962682786e-09,4194304,1.79128519217205883e-06,6.24298156962682786e-09,0.00000000000000000e+00,0.00000000000000000e+00,0,0.00000000000000000e+00,0.00000000000000000e+00,0
23,1.79130961368039038e-06,1.00499491146863748e-09,8388608,1.79130961368039038e-06,1.00499491146863748e-09,0.00000000000000000e+00,0.00000000000000000e+00,0,0.00000000000000000e+00,0.00000000000000000e+00,0
24,1.79132539829609024e-06,7.04391065838354223e-09,16777216,1.79132539829609024e-06,7.04391065838354223e-09,0.00000000000000000e+00,0.00000000000000000e+00,0,0.00000000000000000e+00,0.00000000000000000e+00,0
25,1.79132602259657426e-06,4.70194686751462314e-09,33554432,1.79132602259657426e-06,4.70194686751462314e-09,0.00000000000000000e+00,0.00000000000000000e+00,0,0.00000000000000000e+00,0.00000000000000000e+00,0
26,1.79132604242216496e-06,3.77850275240929979e-09,16777216,4.26032295436435444e-07,2.95614230956737828e-10,0.00000000000000000e+00,0.00000000000000000e+00,0,1.36529374698572956e-06,3.48288852145256201e-09,50331648
27,1.79132604446751193e-06,3.69288647758853906e-09,33554432,4.26032297481782366e-07,2.09997956135976920e-10,0.00000000000000000e+00,0.00000000000000000e+00,0,1.36529374698572956e-06,3.48288852145256201e-09,50331648
28,1.79132604816884813e-06,2.83793495110004627e-09,16777216,3.75796497724638237e-07,3.25295442114616055e-10,0.00000000000000000e+00,0.00000000000000000e+00,0,1.41552955044421000e-06,2.51263950898543011e-09,100663296
29,1.79132604296024433e-06,2.80976274038879332e-09,33554432,3.75796492516034385e-07,2.97123231403363111e-10,0.00000000000000000e+00,0.00000000000000000e+00,0,1.41552955044421000e-06,2.51263950898543011e-09,100663296
30,1.79132604281412098e-06,1.97399658568746525e-09,16777216,5.48635430158958875e-07,3.20443082842173147e-10,0.00000000000000000e+00,0.00000000000000000e+00,0,1.24269061265516221e-06,1.65355350284529205e-09,150994944
31,1.79132603662779637e-06,1.96334433479505808e-09,33554432,5.48635423972634263e-07,3.09790831949766135e-10,0.00000000000000000e+00,0.00000000000000000e+00,0,1.24269061265516221e-06,1.65355350284529205e-09,150994944
32,1.79132602848327367e-06,1.15742223536342185e-09,16777216,4.40861814512822394e-07,3.40510215874315765e-10,0.00000000000000000e+00,0.00000000000000000e+00,0,1.35046421397045128e-06,8.16912019489106089e-10,201326592
33,1.79132601855519393e-06,1.20220996970002688e-09,33554432,4.40861804584742761e-07,3.85297950210920738e-10,0.00000000000000000e+00,0.00000000000000000e+00,0,1.35046421397045128e-06,8.16912019489106089e-10,201326592
34,1.79132601965015597e-06,1.12072678579410638e-09,16777216,1.01522436304082705e-07,2.46032290653929772e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.68980358334607318e-06,1.09612355672871334e-09,251658240
35,1.79132601960219061e-06,1.10232879670997916e-09,33554432,1.01522436256117505e-07,6.20523998126591243e-12,2.12239400022699773e-10,2.06345484402904754e-19,1,1.68980358334607318e-06,1.09612355672871334e-09,251658240
36,1.79132602060503442e-06,1.03935309538665727e-09,16777216,1.20138179240571943e-07,3.60997259329620393e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.67097560196443963e-06,1.00325336924734975e-09,301989886
37,1.79132602048172463e-06,1.01020060927677274e-09,33554432,1.20138179117262316e-07,6.94723982307743242e-12,0.00000000000000000e+00,0.00000000000000000e+00,0,1.67097560196443963e-06,1.00325336924734975e-09,301989886
38,1.79132602176034416e-06,9.48814859609553683e-10,16777216,9.90742471795844185e-08,3.50061097459291231e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.69203953518073694e-06,9.13808749657279102e-10,352321534
39,1.79132602153491524e-06,9.21050368571297196e-10,33554432,9.90742469541555331e-08,7.24161870767264428e-12,4.88150620052209992e-09,4.74594732955288672e-18,23,1.69203953518073694e-06,9.13808749657279102e-10,352321534
40,1.79132602278993812e-06,8.60785841346387159e-10,16777216,1.19177256403655044e-07,3.35173446467544225e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.66705502078573845e-06,8.27268491747339917e-10,402653136
41,1.79132602286316412e-06,8.33554745487933809e-10,33554432,1.19177256476880897e-07,6.28624878830109848e-12,6.36718200068099293e-10,6.19036600752873715e-19,3,1.66705502078573845e-06,8.27268491747339917e-10,402653136
42,1.79132602412977865e-06,8.01072335445627389e-10,16777216,1.20126946503542602e-07,5.12618405278688638e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.66546861382562307e-06,7.49810489346429119e-10,452984778
43,1.79132602386793006e-06,7.57549645122459649e-10,33554432,1.20126946241694092e-07,7.73915020470114965e-12,3.39583040036320174e-09,3.30152888447011346e-18,16,1.66546861382562307e-06,7.49810489346429119e-10,452984778
44,1.79132602496593400e-06,7.17162834359433347e-10,16777216,1.77793260043209082e-07,3.56326138780767902e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.60440647072174874e-06,6.81530211608498225e-10,503316394
45,1.79132602493958217e-06,6.88797512034310832e-10,33554432,1.77793260016857305e-07,7.26729155295434736e-12,1.06119700011349961e-09,1.03172770329151036e-18,5,1.60440647072174874e-06,6.81530211608498225e-10,503316394
46,1.79132602599777153e-06,6.38792763142800064e-10,16777216,8.56190754583439683e-08,2.55486741285448094e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.69551945933833786e-06,6.13244079109669237e-10,553648032
47,1.79132602600437479e-06,6.18965219018196780e-10,33554432,8.56190754649472254e-08,5.72113000394152882e-12,0.00000000000000000e+00,0.00000000000000000e+00,0,1.69551945933833786e-06,6.13244079109669237e-10,553648032
48,1.79132602701870289e-06,5.88875349009074646e-10,16777216,1.03046905207188159e-07,4.47599073443606596e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.67809163061042509e-06,5.44115431760127940e-10,603979680
49,1.79132602683647476e-06,5.51962273282136663e-10,33554432,1.03046905024959979e-07,7.84683161742276036e-12,2.54687280027240213e-09,2.47614698681771561e-18,12,1.67809163061042509e-06,5.44115431760127940e-10,603979680
50,1.79132602779089179e-06,5.10805838149026416e-10,16777216,8.84921625694980373e-08,3.26974431892790525e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.69009950122003175e-06,4.78108382579014358e-10,654311304
51,1.79132602774520495e-06,4.84597977420998563e-10,33554432,8.84921625238110786e-08,6.48958246125124092e-12,0.00000000000000000e+00,0.00000000000000000e+00,0,1.69009950122003175e-06,4.78108382579014358e-10,654311304
52,1.79132602881768800e-06,4.47406517308612022e-10,16777216,9.86383533804221599e-08,3.56746925950486447e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.67995331143590385e-06,4.11731812332830410e-10,704642952
53,1.79132602864931775e-06,4.18828025156997827e-10,33554432,9.86383532120517829e-08,7.09620044343445326e-12,4.24478800045400259e-09,4.12691137062842908e-18,20,1.67995331143590385e-06,4.11731812332830410e-10,704642952
54,1.79132602991350088e-06,3.90902372942994856e-10,16777216,1.02583641469419792e-07,4.35319980116192319e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.67176323644226499e-06,3.47370358423731254e-10,754974560
55,1.79132602983866170e-06,3.53820997901450885e-10,33554432,1.02583641394580646e-07,6.45062297007527959e-12,1.91015460020429943e-09,1.85710974485276674e-18,9,1.67176323644226499e-06,3.47370358423731254e-10,754974560
56,1.79132603106598280e-06,3.21674435321307446e-10,16777216,1.49081270900882045e-07,3.63853226312326575e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.62335545356308047e-06,2.85289094325320685e-10,805306190
57,1.79132603094986644e-06,2.92318125020602227e-10,33554432,1.49081270784765765e-07,7.02901233052740976e-12,5.73046380061290242e-09,5.57132930426228476e-18,27,1.62335545356308047e-06,2.85289094325320685e-10,805306190
58,1.79132603237420782e-06,2.63511926052712282e-10,16777216,1.03412164260987010e-07,2.98644709825629778e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.66329409771058769e-06,2.33647431134065904e-10,855637784
59,1.79132603258299064e-06,2.39164368605284262e-10,33554432,1.03412164469769713e-07,5.51691353513492966e-12,2.12239400022699799e-10,2.06345487715702894e-19,1,1.66329409771058769e-06,2.33647431134065904e-10,855637784
60,1.79132603398175608e-06,2.22047454900177430e-10,16777216,1.23773777008006174e-07,3.77182748960855384e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.64272024717109391e-06,1.84329155861662989e-10,905969430
61,1.79132603413840275e-06,1.90902413344718756e-10,33554432,1.23773777164652927e-07,6.57323334062685072e-12,0.00000000000000000e+00,0.00000000000000000e+00,0,1.64272024717109391e-06,1.84329155861662989e-10,905969430
62,1.79132603543498149e-06,1.75780179578827898e-10,16777216,8.96075506109746980e-08,3.64687920488201078e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.67688647502135090e-06,1.39311363387578888e-10,956301078
63,1.79132603542322954e-06,1.45171152824306645e-10,33554432,8.96075505992227908e-08,5.85976529429885947e-12,4.88150620052209992e-09,4.74594754393275565e-18,23,1.67688647502135090e-06,1.39311363387578888e-10,956301078
64,1.79132603678697737e-06,1.47237001862102337e-10,16777216,1.09238811085247268e-07,4.69669208074164109e-11,0.00000000000000000e+00,0.00000000000000000e+00,0,1.65237370969855196e-06,1.00270052166309468e-10,1006632680
65,1.79132603677672996e-06,1.06998014699561710e-10,33554432,1.09238811074999836e-07,6.72793364487579228e-12,4.24478800045400259e-09,4.12691112778547646e-18,20,1.65237370969855196e-06,1.00270052166309468e-10,1006632680
66,1.79132603675888425e-06,1.05388762472506368e-10,16777206,2.32753684462253738e-08,5.38303241093100712e-13,1.11331127640606409e-08,1.76729324568134782e-17,136,1.73409236430902693e-06,1.04850426216125704e-10,1056964298
67,1.79132603675702437e-06,1.05383503429322120e-10,33554140,1.21422556803047445e-08,5.33026524976397095e-13,6.24021919217136037e-09,4.28467014479817325e-18,1318,1.73409236430902693e-06,1.04850426216125704e-10,1056964298
68,1.79132603676006798e-06,1.04248499252423271e-10,16777210,2.24678529523993284e-08,9.87677391176107363e-13,9.35209901102958833e-09,1.14420816755409116e-17,161,1.71752654784780472e-06,1.03260766888356981e-10,1107292732
69,1.79132603676125022e-06,1.03932439775716319e-10,33554098,1.31157539425518903e-08,6.71606472387496839e-13,8.78501584830804657e-09,7.76370316087638860e-18,1309,1.71752654784780472e-06,1.03260766888356981e-10,1107292732
70,1.79132603675121055e-06,1.02654184387645658e-10,16777210,2.52868427931672065e-08,8.29206291686848114e-13,1.10038170348441876e-08,1.49526253915242368e-17,150,1.69657044313884164e-06,1.01824903917283804e-10,1157621100
71,1.79132603675266978e-06,1.02402223514723748e-10,33554120,1.42830257597824004e-08,5.77230466139547661e-13,1.00538248484207085e-08,8.99628177968487255e-18,1319,1.69657044313884164e-06,1.01824903917283804e-10,1157621100
72,1.79132603674367387e-06,1.00799800366993663e-10,16777204,2.68432244221660147e-08,4.73455697980050012e-13,1.26877334551448660e-08,2.12172140509977967e-17,143,1.67395641961904129e-06,1.00326246541431427e-10,1207949498
73,1.79132603674200457e-06,1.00809994261885894e-10,33554122,1.41554909653518238e-08,4.83628375658235436e-13,8.05745424145313216e-09,6.55157444708621415e-18,1312,1.67395641961904129e-06,1.00326246541431427e-10,1207949498
74,1.79132603673537570e-06,9.93702841299716173e-11,16777208,2.88115330537770699e-08,6.29883275898607447e-13,1.21487368080881710e-08,1.71351950926190330e-17,170,1.65124292328253411e-06,9.87402749577023360e-11,1258277910
75,1.79132603673611113e-06,9.92425356533525691e-11,33554076,1.66627962464242873e-08,5.02117664084468451e-13,1.18262271691620838e-08,9.78404805846634218e-18,1496,1.65124292328253411e-06,9.87402749577023360e-11,1258277910
76,1.79132603673393087e-06,9.84672435825353177e-11,16777212,5.10236500987129501e-08,1.29195870876491072e-12,1.17689170355021413e-08,2.14101140321607797e-17,112,1.60505584225890304e-06,9.71751320581565761e-11,1308605858
77,1.79132603673360794e-06,9.76483933414294379e-11,33554200,3.92547330628880280e-08,4.73087057545002416e-13,2.25788305943669022e-08,3.52446979490066902e-17,1184,1.60505584225890304e-06,9.71751320581565761e-11,1308605858
78,1.79132603672619470e-06,9.65668922148462295e-11,16777202,4.32438682806297091e-08,9.71428122680700834e-13,1.47091115734768974e-08,2.63296298747766849e-17,129,1.57848787643938105e-06,9.55952546217397206e-11,1358934688
79,1.79132603672591328e-06,9.60048512155496258e-11,33554146,2.85347567068715289e-08,4.09360793754222982e-13,1.74059437116518687e-08,2.67207885009782621e-17,1126,1.57848787643938105e-06,9.55952546217397206e-11,1358934688
80,1.79132603673125213e-06,9.44825409498034036e-11,16777214,3.15945733811981837e-08,4.91024525382843309e-13,1.32935200700023239e-08,1.79814778672120308e-17,94,1.55802211605874123e-06,9.39912539035763736e-11,1409263514
81,1.79132603673130295e-06,9.43537136888019237e-11,33554240,1.83010533112468092e-08,3.62179282903497963e-13,9.96720448276382071e-09,1.04539851465103808e-17,1291,1.55802211605874123e-06,9.39912539035763736e-11,1409263514
82,1.79132603672094077e-06,9.29462013667384834e-11,16777206,2.71516965753594242e-08,6.02321208159263102e-13,1.15274715079751074e-08,1.93317922952632273e-17,114,1.53920426830150248e-06,9.23435892022720247e-11,1459592206
83,1.79132603671949573e-06,9.28807209032997069e-11,33554184,1.56242250659394176e-08,5.36821412928186668e-13,8.45469480073529798e-09,7.84104533229963646e-18,922,1.53920426830150248e-06,9.23435892022720247e-11,1459592206
84,1.79132603671530546e-06,9.13394630088651385e-11,16777210,2.69830015519796587e-08,4.59906487945066587e-13,1.46861254253873611e-08,1.90931258809482015e-17,107,1.51939079701053665e-06,9.08792383917752401e-11,1509921520
85,1.79132603671474981e-06,9.12207350157552967e-11,33554206,1.22968761260365101e-08,3.41159401709348934e-13,7.93039303160575568e-09,6.01801701643660957e-18,1273,1.51939079701053665e-06,9.08792383917752401e-11,1509921520
86,1.79132603669937192e-06,9.01050803985442815e-11,16777208,2.64791255240347522e-08,8.59498974514866484e-13,1.25106908228478429e-08,1.62689770750248775e-17,180,1.49727815456555479e-06,8.92452381837417001e-11,1560250178
87,1.79132603669991508e-06,8.98411096155191661e-11,33554056,1.39684347017302428e-08,5.95511922512669670e-13,1.01279797570686479e-08,7.71558112296045113e-18,1424,1.49727815456555479e-06,8.92452381837417001e-11,1560250178
88,1.79132603670028079e-06,8.86129739546936014e-11,16777216,3.01814228727644049e-08,7.43097691921632382e-13,8.73083522691449768e-09,1.46643536393596259e-17,138,1.47093718663781747e-06,8.78695090379260472e-11,1610578226
89,1.79132603670135208e-06,8.83420530881469556e-11,33554156,2.14505876469214419e-08,4.72162161021352572e-13,1.41149681220591656e-08,1.50465027213083976e-17,1417,1.47093718663781747e-06,8.78695090379260472e-11,1610578226
90,1.79132603669740300e-06,8.70496470395534204e-11,16777212,4.15472176847386100e-08,6.30504339996351995e-13,1.91084471838218511e-08,3.20783162023784978e-17,164,1.43672558847399181e-06,8.64187457638547828e-11,1660906492
91,1.79132603669754784e-06,8.69485311389209961e-11,33554096,2.24387705010616578e-08,5.29356361047731053e-13,1.71655427067740181e-08,2.34483384322580326e-17,1310,1.43672558847399181e-06,8.64187457638547828e-11,1660906492
92,1.79132603669575891e-06,8.57565363410136216e-11,16777210,2.54122466072082193e-08,7.22302734843390239e-13,1.16271200842419338e-08,1.83512861021057269e-17,130,1.41658656965928238e-06,8.50337811438133185e-11,1711234854
93,1.79132603669509398e-06,8.56486322510232548e-11,33554160,1.37851265223015152e-08,6.14380293566920274e-13,6.77624804230349080e-09,4.73647736238040977e-18,1187,1.41658656965928238e-06,8.50337811438133185e-11,1711234854
94,1.79132603671163696e-06,8.44741334890637466e-11,16777216,3.25213705239898238e-08,7.39186967728471698e-13,8.80834024884616275e-09,1.60323735748134460e-17,101,1.39107407763183342e-06,8.37344709712148972e-11,1761563584
95,1.79132603671386275e-06,8.40406040251770137e-11,33554230,2.37130302773695462e-08,3.05641471468166422e-13,1.45754948520750020e-08,1.95071830318000997e-17,1074,1.39107407763183342e-06,8.37344709712148972e-11,1761563584
96,1.79132603671154718e-06,8.25798959960923136e-11,16777206,2.50278071338190880e-08,4.47131885204257916e-13,1.27511782757941559e-08,2.05011369525065783e-17,133,1.37518380592099332e-06,8.21322530212110758e-11,1811892690
97,1.79132603671075075e-06,8.26288834421286171e-11,33554146,1.22766288572284134e-08,4.96098830103604723e-13,6.00541252213440919e-09,4.06026771184312834e-18,1178,1.37518380592099332e-06,8.21322530212110758e-11,1811892690
98,1.79132603671426022e-06,8.12701906178070347e-11,16777216,2.07197613284245344e-08,5.44811920522595622e-13,7.44448115381959651e-09,1.26839403357532895e-17,111,1.36073526093117228e-06,8.07248430462027976e-11,1862221410
99,1.79132603671480719e-06,8.10554791420950600e-11,33554210,1.32752801751518200e-08,3.30087760870277318e-13,8.94429301872641415e-09,8.81810403507678843e-18,1339,1.36073526093117228e-06,8.07248430462027976e-11,1862221410
100,1.79132603672161353e-06,8.01205914312012939e-11,16777214,2.69868737574879704e-08,9.49146534755697324e-13,6.51971142904965879e-09,1.15955178395999601e-17,92,1.33807937433691612e-06,7.91708877433195666e-11,1912549938
101,1.79132603672209041e-06,7.95347405255729239e-11,33554244,2.04671623289152243e-08,3.63284033609488317e-13,1.10981798969057909e-08,1.26583444512375143e-17,1332,1.33807937433691612e-06,7.91708877433195666e-11,1912549938
102,1.79132603672955954e-06,7.83560193803649658e-11,16777206,2.70582670306004339e-08,6.96923672091474057e-13,1.23820868468109872e-08,1.80899077388181848e-17,128,1.32039008974579434e-06,7.76585143012851851e-11,1962878556
103,1.79132603673144271e-06,7.80326524982057069e-11,33554156,1.46761801856725450e-08,3.73538700024465794e-13,9.85333908012708953e-09,9.99559402393072499e-18,1138,1.32039008974579434e-06,7.76585143012851851e-11,1962878556
104,1.79132603671438728e-06,7.69367746503147089e-11,16777208,2.93045751305767928e-08,7.59657489481946336e-13,1.34071938364536671e-08,2.05271179444616805e-17,161,1.29590835570370764e-06,7.61765076683426856e-11,2013207384
105,1.79132603671342399e-06,7.68686266441523976e-11,33554094,1.58973812931599351e-08,6.91488956201688208e-13,8.54638383556278829e-09,6.66168980884553967e-18,1069,1.29590835570370764e-06,7.61765076683426856e-11,2013207384
